id,Hospital Value,Description,MiHIN Value,MiHIN Description
07c4840b315e1ecdf4424a31176856e5,FAMPRAC,PHYSICIAN FACILITY,376,Family Practice
07c4840b315e1ecdf4424a31176856e5,NOCHINTMED,PHYSICIAN FACILITY,376,Family Practice
07c4840b315e1ecdf4424a31176856e5,BARIATRIC,Bariatric Surgery,463,Bariatric Surgery
07c4840b315e1ecdf4424a31176856e5,BARIOFFICE,Bariatric Surgery,463,Bariatric Surgery
07c4840b315e1ecdf4424a31176856e5,ICU,Intensive Care,464,Intensive Care
07c4840b315e1ecdf4424a31176856e5,ENDO,Surgical Endoscopy,480,Surgical Endoscopy
07c4840b315e1ecdf4424a31176856e5,NHSTONE,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHSIERR,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHNOCC,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHAMRHOUSE,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHSIMAR,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHGRPINES,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHRIVERSID,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHCHRIS,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHSHNH,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHSORRE,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHTIMBR,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHWILLO,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHSEVIL,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHROBNW,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHPEBBL,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHASPEN,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,MHCAMEO,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHCEDAR,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHFOUNT,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHLOVIN,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHMAPLE,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHMEDILODG,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHSANDP,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,NHPROVI,NURSING HOME,"",""
07c4840b315e1ecdf4424a31176856e5,MULTIMILPT,MULTIPLE SERVICES,"",""
07c4840b315e1ecdf4424a31176856e5,MULTIUC,MULTIPLE SERVICES,"",""
07c4840b315e1ecdf4424a31176856e5,NUTRIDIET,NUTRITION & DIET,"",""
07c4840b315e1ecdf4424a31176856e5,COMM ED,COMMUNITY EDUCATION,"",""
07c4840b315e1ecdf4424a31176856e5,COMMUNITY,COMMUNITY EDUCATION,"",""
07c4840b315e1ecdf4424a31176856e5,DIAB ED,COMMUNITY EDUCATION,"",""
07c4840b315e1ecdf4424a31176856e5,CHILDBIRTH,COMMUNITY EDUCATION,"",""
07c4840b315e1ecdf4424a31176856e5,FLU/PNEUMO,COMMUNITY EDUCATION,"",""
07c4840b315e1ecdf4424a31176856e5,AMB,AMBULANCE,"",""
07c4840b315e1ecdf4424a31176856e5,PAT,PREADMISSION TESTING,"",""
07c4840b315e1ecdf4424a31176856e5,EKGUC,EKG,"",""
07c4840b315e1ecdf4424a31176856e5,LABEKG,EKG,"",""
088ad7db849175e5803ae0a25b35d1cf,Child,"",CHD,Child
088ad7db849175e5803ae0a25b35d1cf,HdDp,"",DEP,Handicapped dependant
088ad7db849175e5803ae0a25b35d1cf,LfPt,"",DOM,Life partner
088ad7db849175e5803ae0a25b35d1cf,Empl,"",EME,Employee
088ad7db849175e5803ae0a25b35d1cf,NCPC,"",EXF,Extended family
088ad7db849175e5803ae0a25b35d1cf,COUS,"",EXF,Extended family
088ad7db849175e5803ae0a25b35d1cf,FsCh,"",FCH,Foster child
088ad7db849175e5803ae0a25b35d1cf,Fthr,"",FTH,Father
088ad7db849175e5803ae0a25b35d1cf,GdCh,"",GCH,Grandchild
088ad7db849175e5803ae0a25b35d1cf,ApGd,"",GRD,Guardian
088ad7db849175e5803ae0a25b35d1cf,GrPt,"",GRP,Grandparent
088ad7db849175e5803ae0a25b35d1cf,Mthr,"",MTH,Mother
088ad7db849175e5803ae0a25b35d1cf,Oadt,"",OAD,Other adult
088ad7db849175e5803ae0a25b35d1cf,INPF,"",OAD,Other adult
088ad7db849175e5803ae0a25b35d1cf,ANGD,"",OAD,Other adult
088ad7db849175e5803ae0a25b35d1cf,UnAu,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,ODNR,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,CDNR,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,SPDP,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,DMDP,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,DOP,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,SOTH,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,SMNR,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,CODP,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,OREL,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,CDF,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,NsNp,"",OTH,Other
088ad7db849175e5803ae0a25b35d1cf,Prnt,"",PAR,Parent
088ad7db849175e5803ae0a25b35d1cf,StCh,"",SCH,Stepchild
088ad7db849175e5803ae0a25b35d1cf,Self,"",SEL,Self
088ad7db849175e5803ae0a25b35d1cf,BrSi,"",SIB,Sibling
088ad7db849175e5803ae0a25b35d1cf,BRSi,"",SIS,Sister
088ad7db849175e5803ae0a25b35d1cf,Spouse,"",SPO,Spouse
088ad7db849175e5803ae0a25b35d1cf,Unkn,"",UNK,Unknown
088ad7db849175e5803ae0a25b35d1cf,NG,"",UNK,Unknown
088ad7db849175e5803ae0a25b35d1cf,Ward,"",WRD,Ward of court
088ad7db849175e5803ae0a25b35d1cf,Adop,"",AUN,Aunt
088ad7db849175e5803ae0a25b35d1cf,ExSp,"",EXS,Ex Spouse
088ad7db849175e5803ae0a25b35d1cf,SDIL,"",INL,In Law
088ad7db849175e5803ae0a25b35d1cf,BSIL,"",INL,In Law
088ad7db849175e5803ae0a25b35d1cf,FMIL,"",INL,In Law
088ad7db849175e5803ae0a25b35d1cf,StFa,"",STP,Step Parent (STP)
088ad7db849175e5803ae0a25b35d1cf,StMo,"",STP,Step Parent (STP)
08ddd5c7407f355de8112b934a6a2342,B,"",B,Obstetrics
08ddd5c7407f355de8112b934a6a2342,E,"",E,Emergency
08ddd5c7407f355de8112b934a6a2342,I,"",I,Inpatient
08ddd5c7407f355de8112b934a6a2342,O,"",O,Outpatient
08ddd5c7407f355de8112b934a6a2342,P,"",P,Preadmit
08e40fe3dc712230f4a319a533917bed,PHY,"",1,Physician referral
08e40fe3dc712230f4a319a533917bed,CLI,"",2,Clinic referral
08e40fe3dc712230f4a319a533917bed,HMO,"",3,HMO referral
08e40fe3dc712230f4a319a533917bed,XAC,"",4,Transfer from a hospital
08e40fe3dc712230f4a319a533917bed,XCAH,"",4,Transfer from a hospital
08e40fe3dc712230f4a319a533917bed,XSNF,"",5,Transfer froma skilled nursing facility
08e40fe3dc712230f4a319a533917bed,XHCF,"",6,Transfer from another health care facility
08e40fe3dc712230f4a319a533917bed,LAW,"",8,Court/Law enforcement
08e40fe3dc712230f4a319a533917bed,INA,"",9,Information not available
08e40fe3dc712230f4a319a533917bed,IN,"",9,Information not available
08e40fe3dc712230f4a319a533917bed,HOM,"",SR,Self-Referral
08e40fe3dc712230f4a319a533917bed,WORK,"",SR,Self-Referral
08e40fe3dc712230f4a319a533917bed,S,"",SR,Self-Referral
08e9a4519caecc27cb13a062585c9a37,BRO,"",BRO,Brother
08e9a4519caecc27cb13a062585c9a37,10/22,"",DEP,Handicapped dependant
08e9a4519caecc27cb13a062585c9a37,20/53,"",DOM,Life partner
08e9a4519caecc27cb13a062585c9a37,08/20,"",EME,Employee
08e9a4519caecc27cb13a062585c9a37,06/10,"",FCH,Foster child
08e9a4519caecc27cb13a062585c9a37,33/33,"",FTH,Father
08e9a4519caecc27cb13a062585c9a37,13/05,"",GCH,Grandchild
08e9a4519caecc27cb13a062585c9a37,GUAR,"",GRD,Guardian
08e9a4519caecc27cb13a062585c9a37,19,"",GRP,Grandparent
08e9a4519caecc27cb13a062585c9a37,19/04,"",GRP,Grandparent
08e9a4519caecc27cb13a062585c9a37,32/32,"",MTH,Mother
08e9a4519caecc27cb13a062585c9a37,FOS,"",OAD,Other adult
08e9a4519caecc27cb13a062585c9a37,POAP,"",OAD,Other adult
08e9a4519caecc27cb13a062585c9a37,POAS,"",OAD,Other adult
08e9a4519caecc27cb13a062585c9a37,55/G8,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,01/18,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,03/19,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,04/43,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,09/21,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,11/39,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,12/40,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,14/07,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,16,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,17,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,29/29,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,36/36,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,50/09,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,51/16,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,52/29,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,53/34,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,54/36,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,POAD,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,POAO,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,POASO,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,26,"",OTH,Other
08e9a4519caecc27cb13a062585c9a37,18,"",PAR,Parent
08e9a4519caecc27cb13a062585c9a37,05/17,"",SCH,Stepchild
08e9a4519caecc27cb13a062585c9a37,SIS,"",SIS,Sister
08e9a4519caecc27cb13a062585c9a37,02/01,"",SPO,Spouse
08e9a4519caecc27cb13a062585c9a37,07/15,"",WRD,Ward of court
08e9a4519caecc27cb13a062585c9a37,15,"",WRD,Ward of court
08e9a4519caecc27cb13a062585c9a37,AUNT,"",AUN,Aunt
08e9a4519caecc27cb13a062585c9a37,DAUG,"",DAU,Daughter
08e9a4519caecc27cb13a062585c9a37,BROI,"",INL,In Law
08e9a4519caecc27cb13a062585c9a37,FATI,"",INL,In Law
08e9a4519caecc27cb13a062585c9a37,MOTI,"",INL,In Law
08e9a4519caecc27cb13a062585c9a37,SISI,"",INL,In Law
08e9a4519caecc27cb13a062585c9a37,SONI,"",INL,In Law
08e9a4519caecc27cb13a062585c9a37,SON,"",SON,Son (S)
08e9a4519caecc27cb13a062585c9a37,STEP,"",STP,Step Parent (STP)
08e9a4519caecc27cb13a062585c9a37,UNC,"",UN,Uncle (UN)
093ff54d7c746d8b3ae5be21ae980561,AMERICAN_INDIAN,"",1002-5,American Indian or Alaska Native
093ff54d7c746d8b3ae5be21ae980561,ASIAN,"",2028-9,Asian
093ff54d7c746d8b3ae5be21ae980561,BLACK OR AFRICAN AME,"",2054-5,Black or African American
093ff54d7c746d8b3ae5be21ae980561,BLACK,"",2054-5,Black or African American
093ff54d7c746d8b3ae5be21ae980561,NATIVE HAWAIIAN OR O,"",2076-8,Native Hawaiian or Other Pacific Islander
093ff54d7c746d8b3ae5be21ae980561,NATIVE_HAWAIIAN,"",2076-8,Native Hawaiian or Other Pacific Islander
093ff54d7c746d8b3ae5be21ae980561,WHITE,"",2106-3,White
093ff54d7c746d8b3ae5be21ae980561,OTHER_RACE,"",2131-1,Other Race
093ff54d7c746d8b3ae5be21ae980561,R,"",2131-1,Other Race
093ff54d7c746d8b3ae5be21ae980561,PATIENT_REFUSED,"",PR,Patient Refused
093ff54d7c746d8b3ae5be21ae980561,U,"","",Unavailable/Unknown
093ff54d7c746d8b3ae5be21ae980561,UNK,"","",Unavailable/Unknown
094cfbca5f806d33b09d87a82d577cb9,AmInd,"",1002-5,American Indian or Alaska Native
094cfbca5f806d33b09d87a82d577cb9,Asian,"",2028-9,Asian
094cfbca5f806d33b09d87a82d577cb9,Black,"",2054-5,Black or African American
094cfbca5f806d33b09d87a82d577cb9,PcfIs,"",2076-8,Native Hawaiian or Other Pacific Islander
094cfbca5f806d33b09d87a82d577cb9,White,"",2106-3,White
094cfbca5f806d33b09d87a82d577cb9,Other,"",2131-1,Other Race
094cfbca5f806d33b09d87a82d577cb9,U,"",2131-1,Other Race
094cfbca5f806d33b09d87a82d577cb9,Pat Declined,"",PR,Patient Refused
0971bccde4354e07825b43c87d92accc,5,Home or Self Care,01,Discharged to home or self care (routine discharge)
0971bccde4354e07825b43c87d92accc,53,*HOME (O),01,Discharged to home or self care (routine discharge)
0971bccde4354e07825b43c87d92accc,81,Planned Readmission with discharge/transfer to Home or Self Care,01,Discharged to home or self care (routine discharge)
0971bccde4354e07825b43c87d92accc,109,Skilled Nursing Facility,03,Discharged/transferred to skilled nursing facility (SNF) with Medicare certification.
0971bccde4354e07825b43c87d92accc,SNF,Discharged/transd to SNF with Medicare Certification,03,Discharged/transferred to skilled nursing facility (SNF) with Medicare certification.
0971bccde4354e07825b43c87d92accc,83,Planned Readmission with discharge/transfer to Skilled Nursing Facility,03,Discharged/transferred to skilled nursing facility (SNF) with Medicare certification.
0971bccde4354e07825b43c87d92accc,ICF,Discharged/transferred to an intermediate care facility (ICF),04,Discharged/transferred to an intermediate care facility (ICF)
0971bccde4354e07825b43c87d92accc,3,Discharged/transferred to an intermediate care facility (ICF),04,Discharged/transferred to an intermediate care facility (ICF)
0971bccde4354e07825b43c87d92accc,43,Discharged/transferred to an intermediate care facility (ICF),04,Discharged/transferred to an intermediate care facility (ICF)
0971bccde4354e07825b43c87d92accc,59,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,39,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,17,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,23,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,44,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,24,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,45,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,16,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,46,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,4,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,48,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,102,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,113,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,DISCHG TO IN,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,69,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,84,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,85,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,87,"",05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0971bccde4354e07825b43c87d92accc,6,Home Health Care Svc,06,Discharged/transferred to home under care of organized home health service organization
0971bccde4354e07825b43c87d92accc,40,Home Health Care (o),06,Discharged/transferred to home under care of organized home health service organization
0971bccde4354e07825b43c87d92accc,H,Discharged to home or self care (routine discharge),06,Discharged/transferred to home under care of organized home health service organization
0971bccde4354e07825b43c87d92accc,DISCH TO HO,Discharged/transd to home (care by home health service organization,06,Discharged/transferred to home under care of organized home health service organization
0971bccde4354e07825b43c87d92accc,86,Planned Readmission with discharge/transfer to Home Health Care Svc,06,Discharged/transferred to home under care of organized home health service organization
0971bccde4354e07825b43c87d92accc,54,discharged/transfd to home under care of home IV therapy provided,08,Discharged/transferred to home under care of a Home IV provider
0971bccde4354e07825b43c87d92accc,100,Admitted as an Inpatient,09,Admitted as an inpatient to this hospital
0971bccde4354e07825b43c87d92accc,ADMITTED,Admitted as an Inpatient,09,Admitted as an inpatient to this hospital
0971bccde4354e07825b43c87d92accc,8,Expired,20,Expired
0971bccde4354e07825b43c87d92accc,35,Expired (O),20,Expired
0971bccde4354e07825b43c87d92accc,30,Still a Patient,30,Still Patient
0971bccde4354e07825b43c87d92accc,64,Federal Health Care Facility,43,Discharged/transferred to a federal health care facility. (Effective 10/1/03)
0971bccde4354e07825b43c87d92accc,65,Federal Hospital (O),43,Discharged/transferred to a federal health care facility. (Effective 10/1/03)
0971bccde4354e07825b43c87d92accc,FED HOSP,Discharged/transferred to a federal hospital,43,Discharged/transferred to a federal health care facility. (Effective 10/1/03)
0971bccde4354e07825b43c87d92accc,88,Planned Readmission with discharge/transfer to Federal Health Care Facility,43,Discharged/transferred to a federal health care facility. (Effective 10/1/03)
0971bccde4354e07825b43c87d92accc,58,Hospice/Home,50,Hospice - home
0971bccde4354e07825b43c87d92accc,DSCHG TO HH,Discharged to hospice-home,50,Hospice - home
0971bccde4354e07825b43c87d92accc,25,Hospice Care,51,Hospice - medical facility
0971bccde4354e07825b43c87d92accc,31,Hospice/Medical Facility,51,Hospice - medical facility
0971bccde4354e07825b43c87d92accc,DSCHG TO HMF,Discharged to hospice-medical facility,51,Hospice - medical facility
0971bccde4354e07825b43c87d92accc,SWING BED,Discharged/transd within inst to hosp-based Medicare apprvd swing bedbedb,61,Discharged/transferred to hospital-based Medicare approved swing bed
0971bccde4354e07825b43c87d92accc,110,Swing Bed,61,Discharged/transferred to hospital-based Medicare approved swing bed
0971bccde4354e07825b43c87d92accc,89,Planned Readmission with discharge/transfer to Swing Bed,61,Discharged/transferred to hospital-based Medicare approved swing bed
0971bccde4354e07825b43c87d92accc,DISCH LT HSP,Discharged/transferred to a long term care hospital,63,Discharged/transferred to a Medicare certified long term care hospital (LTCH).(Effective 5/9/02.)
0971bccde4354e07825b43c87d92accc,60,Discharged/transferred to a long term care hospital,63,Discharged/transferred to a Medicare certified long term care hospital (LTCH).(Effective 5/9/02.)
0971bccde4354e07825b43c87d92accc,51,Discharged/transferred to a long term care hospital,63,Discharged/transferred to a Medicare certified long term care hospital (LTCH).(Effective 5/9/02.)
0971bccde4354e07825b43c87d92accc,91,Discharged/transferred to a long term care hospital,63,Discharged/transferred to a Medicare certified long term care hospital (LTCH).(Effective 5/9/02.)
0971bccde4354e07825b43c87d92accc,62,"",64,Discharged/transferred to a nursing facility certified under Medicaid but not certified under Medicare. (Effective 10/1/02.)
0971bccde4354e07825b43c87d92accc,63,"",64,Discharged/transferred to a nursing facility certified under Medicaid but not certified under Medicare. (Effective 10/1/02.)
0971bccde4354e07825b43c87d92accc,111,"",64,Discharged/transferred to a nursing facility certified under Medicaid but not certified under Medicare. (Effective 10/1/02.)
0971bccde4354e07825b43c87d92accc,92,"",64,Discharged/transferred to a nursing facility certified under Medicaid but not certified under Medicare. (Effective 10/1/02.)
0971bccde4354e07825b43c87d92accc,22,Discharged/transferred to Critical Access Hospital,66,Discharged/transferred to a Critical Access Hospital (CAH). (Effective 1/1/06)
0971bccde4354e07825b43c87d92accc,94,Planned Readmission with discharge/transfer to Critical Access Hospital,66,Discharged/transferred to a Critical Access Hospital (CAH). (Effective 1/1/06)
0971bccde4354e07825b43c87d92accc,18,Adoption,"",""
0971bccde4354e07825b43c87d92accc,61,Fetal Demise/Adoption,"",""
0971bccde4354e07825b43c87d92accc,55,Vent Unit,"",""
0971bccde4354e07825b43c87d92accc,END,end,"",""
0971bccde4354e07825b43c87d92accc,NURS FAC,Discharged/transd to nursing facility certified under medicare but,"",""
0971bccde4354e07825b43c87d92accc,PSYCH HOSP,deativate,"",""
0971bccde4354e07825b43c87d92accc,OP CPT STATU,Discharged Home Outpatient/CPT Status Inpatient,"",""
0971bccde4354e07825b43c87d92accc,101,Chemical Dependency Unit,"",""
0971bccde4354e07825b43c87d92accc,95,Planned Readmission with discharge/transfer to Medical Facility,"",""
0976d7ce8007882dd627773f1fc5efa8,HOM,Home,01,Discharged to home or self care (routine discharge)
0976d7ce8007882dd627773f1fc5efa8,XFER,Transfer to another acute hospital,02,Discharged/transferred to a short-term general hospital for inpatient care
0976d7ce8007882dd627773f1fc5efa8,STH,Transfer to another acute hospital,02,Discharged/transferred to a short-term general hospital for inpatient care
0976d7ce8007882dd627773f1fc5efa8,NF CAID,Nursing Facility CAID Cert Only,03,Discharged/transferred to skilled nursing facility (SNF) with Medicare certification.
0976d7ce8007882dd627773f1fc5efa8,SNF,Transfer to Skilled Nursing Facility,03,Discharged/transferred to skilled nursing facility (SNF) with Medicare certification.
0976d7ce8007882dd627773f1fc5efa8,OTH,Transfer - Other Facility Not Defined,05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0976d7ce8007882dd627773f1fc5efa8,ICF,Transfer Intermediate Care,05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0976d7ce8007882dd627773f1fc5efa8,LTC HOSP,Long Term Care Hospital,05,Discharged/transferred to another type of institution not defined elsewhere in this code list
0976d7ce8007882dd627773f1fc5efa8,HHS,Home Health Service,06,Discharged/transferred to home under care of organized home health service organization
0976d7ce8007882dd627773f1fc5efa8,AMA,Against Medical Advice,07,Left against medical advice or discontinued care
0976d7ce8007882dd627773f1fc5efa8,E,Patient Expired,20,Expired
0976d7ce8007882dd627773f1fc5efa8,PAT,Still a Patient,30,Still Patient
0976d7ce8007882dd627773f1fc5efa8,HOSP HOME,Hospice - Patient Home,50,Hospice - home
0976d7ce8007882dd627773f1fc5efa8,HOSP FAC,Hospice - Medical Facility,51,Hospice - medical facility
0976d7ce8007882dd627773f1fc5efa8,STN,Discharged to Swing Bed,61,Discharged/transferred to hospital-based Medicare approved swing bed
